hotel_name,hotel_location,review_title,review_pos,review_neg,review_date,review_country,num_reviews_by_reviewer,reviewer_name,review_rating,review_tags,hussain_classification,jeremy_classification,automatic_classfication
Mövenpick Hotel Sukhumvit 15 Bangkok - SHA Extra Plus Certified,"13.74227276,100.55863516",Exceptional,Everything,Nothing,2019-08-17T00:00:00,United Arab Emirates,28,Mohammad,10.0,"Leisure trip,Family with young children,Superior Twin,Stayed 5 nights,Submitted via mobile",1.0,1.0,1
Sotetsu Fresa Inn Osaka Namba,"34.66493585,135.49923892",Exceptional,"Good sized room for a Japanese hotel.  Subway exit outside of hotel and also limousine bus to airport.Staff were friendly and helpful.",The location on the booking.com app is actually a love hotel at the rear of this hotel and makes it hard to find the entrance.,2019-08-24T00:00:00,United Kingdom,1,Kevin,9.6,"Leisure trip,Solo traveller,Deluxe Double Room (2 Adults),Stayed 1 night",1.0,1.0,1
The Quarter Silom by UHG - SHA Extra Plus,"13.72854097,100.53030232",Superb,Nearby with Japanese restaurants.,Nothing.,2021-04-11T00:00:00,Thailand,138,Sompong,9.0,"Leisure trip,Couple,Superior Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"M Social Singapore (SG Clean, Staycation Approved)","1.29030560,103.83677779",Exceptional,Interior design & innovation,No Negative,2020-01-26T00:00:00,Estonia,34,Silvia,10.0,"Leisure trip,Couple,Alcove Cosy Queen,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Hotel Boss - SG Clean,"1.30540901,103.86040097",Exceptional,Very good location and the staff were accommodating 😊,No Negative,2019-05-2T00:00:00,Philippines,5,Anna,10.0,"Leisure trip,Family with young children,Triple Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Arnoma Hotel Bangkok - SHA Plus,"13.74663597,100.54108411",Exceptional,Great Location,Wasn’t a huge fan of buffet breakfast,2019-08-18T00:00:00,Australia,5,Jessica,9.6,"Leisure trip,Couple,Superior Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Grand Swiss Sukhumvit 11,"13.74084675,100.55637538",“Nice hotel with good service and friendly staff.”,"Good air condition and nice beds, pool area was Perfect for relax with a drink.",Better wi-FI in the room,2019-07-20T00:00:00,Sweden,1,Kenne,10.0,"Leisure trip,Family with young children,Superior Double Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
"Aerotel Transit Hotel, Terminal 1","1.36198779,103.98999345",Pleasant,"Location, cleanliness","Noise of aircon too loud, room temperature cannot be control. Mattress well used, sunk in, time to replace the mattress.",2019-04-27T00:00:00,Australia,3,Lim,6.7,"Business trip,Solo traveller,Solo Room (6 hours) with Meals & Lounge Access (3 hours),Stayed 1 night,Submitted via mobile",1.0,1.0,1
Oh Boutique Guesthouse - Khaosan,"13.76385699,100.49954128",“good enough for the price”,the relation quality-price is perfect. nice location and very comfortable room with AC,"they should take more care of the shared bathrooms. we asked to the person in charge to clean them and she said they only do it once in a while. the shower pressure is really really low, it is very difficult to get a shower.",2022-03-29T00:00:00,Spain,5,Ruiz,7.0,"Leisure trip,Couple,Deluxe Double Room with Balcony and Shared Bathroom,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Value Hotel Balestier - SG Clean,"1.32124902,103.85303289",“Amazing experience”,Clean all around,Unreasonable overnight parking charge for customer,2019-12-23T00:00:00,Singapore,1,Anonymous,8.0,"Leisure trip,Group,Standard Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"PARKROYAL COLLECTION Pickering, Singapore - SG Clean, Staycation Approved","1.28580207,103.84636492",“Staycation in a green oasis”,Lots of greeneries and eco-friendly aspects that makes the hotel special. Well-located with many dining options.,Not much.. vanity area in the bathroom can be updated.,2021-04-26T00:00:00,Singapore,3,Rach,9.2,"Couple,Lifestyle room,Stayed 6 nights,Submitted via mobile",0.0,0.0,0
Heritage Collection on Seah (SG Clean),"1.29593630,103.85489930",“A good value for money option”,"Ray, the manager was great. Location was great, just behind the Raffles hotel.","No real daylight, height of the area of the bed room, small work space, overall size of the room.",2019-07-13T00:00:00,Germany,8,Juergen,7.5,"Business trip,Couple,Premium Loft,Stayed 11 nights,Submitted via mobile",1.0,1.0,1
Centara Watergate Pavillion Hotel Bangkok,"13.75152882,100.54162055",Exceptional,staffs and food,a bit far from central where malls are and far from mrt,2020-02-22T00:00:00,Singapore,5,Kent,9.6,"Leisure trip,Couple,Deluxe Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
The Printing House Poshtel,"13.75480980,100.50123960",“Modern place”,"Decor was modern, ok location (close to Khao San road) but a little far from the shopping malls (100BHT in taxi). Beds were comfortable.","The staff were a little slow and check in was painfully slow.
I had ants crawling all over my bed on the day we arrived.
The hallways, lift, toilet and shower room have no aircon or fans so it’s extremely hot in these areas, making it a little uncomfortable.",2019-05-4T00:00:00,Jersey,34,Ellie,7.1,"Leisure trip,Couple,Bed in 6-Bed Mixed Dormitory Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
APA Hotel Osaka Umeda,"34.69830400,135.48951800",“This hotel is very noisy and you will definitely not be able to sleep if you are a light sleeper.”,"The hotel was centrally located with access to 4 different train stations, lots of food and things to do. The bed was comfy.",The hotel is directly next to a train line and the hallways for each floor is actually outside so you could hear every train that past by. The rooms would shake when the fast ones came by. You could also hear the train announcers late at night. The rooms where very hot and it is not possible to switch the aircon from heat to cool. Opening a window was not an option as every train would shake the room.,2020-01-22T00:00:00,Australia,4,Rhys,5.0,"Leisure trip,Group,Double Room - Non-Smoking,Stayed 7 nights",1.0,1.0,1
Viva Residence,"13.84428934,100.66353768",Very good,No Positive,No Negative,2020-06-18T00:00:00,Thailand,5,Atitsuda,8.0,"Leisure trip,Couple,Superior Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Oasia Hotel Downtown, Singapore by Far East Hospitality (SG Clean)","1.27587500,103.84427000",Exceptional,No Positive,No Negative,2020-11-12T00:00:00,Singapore,18,Nurul,10.0,"Leisure trip,Family with young children,Deluxe Double Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Furama City Centre (SG Clean),"1.28642151,103.84442836",Fabulous,No Positive,No Negative,2020-01-30T00:00:00,Australia,29,Julian,8.8,"Leisure trip,Couple,Deluxe Double or Twin Room With WIFI,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Novotel Bangkok on Siam Square - SHA Extra Plus Certified,"13.74426246,100.53484261",“perfect location and helpful staff”,the location is accessible to bts and popular shopping malls and 7 11 right in front.,we were made to deposit security amount of 5000 baht even after paying in full at check in.,2022-02-3T00:00:00,Thailand,2,Tshewang,7.0,"Business trip,People with friends,Superior Twin Room,Stayed 12 nights,Submitted via mobile",1.0,1.0,1
Indra Regent Hotel,"13.75347239,100.54130673",Good,Location,No Negative,2019-05-20T00:00:00,Indonesia,1,Anonymous,7.9,"Leisure trip,Group,Superior Triple Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Bedever Bangkok Boutique Hotel,"13.71516956,100.59147293",Good,Staff and the location.,Stairs in the room. Too steep for me.,2020-01-20T00:00:00,Finland,2,Jaakko,7.0,"Leisure trip,Solo traveller,Studio - Split Level,Stayed 1 night,Submitted via mobile",1.0,1.0,1
The Aim Sathorn Hotel,"13.71971825,100.54847226",“Great hotel with bearable staff”,The room is superb,The staff wasn't nice,2020-02-12T00:00:00,Israel,4,Shahar,7.0,"Leisure trip,Couple,Deluxe Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Wanderloft Capsule Hostel,"1.28729400,103.84833200",Exceptional,No Positive,No Negative,2021-06-30T00:00:00,Singapore,1,Mohamad,10.0,"Solo traveller,Single Capsule in Mixed Dormitory Room,Stayed 1 night,Submitted via mobile",1.0,0.0,1
The Landmark Bangkok - SHA Extra Plus,"13.74119848,100.55412769",Superb,No Positive,No Negative,2022-01-20T00:00:00,Thailand,2,Williams,9.0,"Leisure trip,Solo traveller,Deluxe Suite,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Chillax Heritage Hotel Khaosan - SHA Extra Plus,"13.76189420,100.49348670",“Great value for money”,The rooftop pool is excellent. The staff in reception was kind and very helpful.,No Negative,2019-04-24T00:00:00,Denmark,6,Jan,7.5,"Leisure trip,Couple,Deluxe Double Room with Street View,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Hotel Royal Bangkok@Chinatown,"13.74065848,100.50989075",Exceptional,"Right in the heart of Chinatown,an amazing location with many sights close by.
All the staff were friendly and helpful. Great tour desk to book excursions and very knowledgeable.
Had a fantastic New year here. Would definitely recommend it.",No Negative,2020-01-13T00:00:00,United Kingdom,12,Anonymous,10.0,"Leisure trip,Couple,Superior Double or Twin Room - No Window,Stayed 6 nights,Submitted via mobile",1.0,1.0,1
Hotel Chancellor@Orchard,"1.30135008,103.84173068",Very good,The water dispenser is excellent and convenient to use.,The pillows are too flat. The television is not working even the technician had checked.,2020-01-5T00:00:00,Singapore,1,Anonymous,8.0,"Family with young children,Deluxe Triple Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Grand Tower Inn Rama 6 - SHA Extra Plus,"13.78951920,100.53749934",Very good,"Facilities were good.
Room was exceptionally clean and the cleaning staff came back later on due to a meeting I had (7pm) to make sure I had everything I needed.
The laundry service was fairly priced and got it back to us within the day (7/8 hours).","Staff occasionally seemed overwhelmed. It was busy and with only 2/3 people checking in, it was difficult to serve current guests needs quickly. 
Breakfast too much breakfast choice.",2020-02-15T00:00:00,United Kingdom,48,Daniel,8.0,"Leisure trip,Couple,Deluxe Double Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Citrus Sukhumvit 11 by Compass Hospitality - SHA Extra Plus,"13.74572504,100.55497125",Very good,No Positive,No Negative,2019-11-21T00:00:00,Sri Lanka,14,Habeeb,8.0,"Leisure trip,Group,Standard Double Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
HOFTORS,"13.75129900,100.61814900",“Everything is good.”,"Clean, design",No Negative,2019-11-23T00:00:00,United Kingdom,1,Anonymous,10.0,"Solo traveller,Standard Queen Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Nipponbashi Luxe Hotel,"34.66819723,135.50906986",“Great location for Dotonbori and Kuromon ichiba Market”,"The location is great, you're really close to the Metro, the fish market and seconds away from the buzzing Dotonbori food street.","The fact that you had to give your room key for the room to be cleaned, which is easy to forget, so the room doesn't get a clean between nights.",2019-06-12T00:00:00,United Kingdom,5,Ainsley,8.3,"Leisure trip,Couple,Double Room,Stayed 3 nights",1.0,1.0,1
Khaosan Art Hotel - SHA Plus Certified,"13.76222900,100.49392200",Very good,No Positive,No Negative,2020-09-24T00:00:00,Thailand,2,Nopparat,8.0,"Leisure trip,Couple,Superior Double Room with Balcony,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Livotel Hotel Hua Mak Bangkok,"13.75329030,100.63597160",Very good,The hotel is comfortable. The staff is gentle and kind.,"Unfortunately, due to the pandemic, the swimming pool was not available. The location is not good: very far from the center. I did not like the neighborhood.",2021-05-10T00:00:00,China,74,Marcelo,8.0,"Leisure trip,Solo traveller,Deluxe Double Room,Stayed 11 nights",1.0,1.0,1
Ibis Budget Singapore Crystal - SG Clean,"1.31087965,103.88062745",“It was great! Worth our money!”,The rooms were clean and the staff were friendly.  We supplies were also well replenished.,Hopefully there will be slippers provided by the hotel.,2019-04-20T00:00:00,Philippines,4,Mary,7.5,"Leisure trip,Family with young children,Superior Double or Twin Room,Stayed 4 nights",1.0,1.0,1
P Place รามคำแหง Serviced Apartment,"13.75115910,100.61832040",Exceptional,No Positive,No Negative,2020-06-19T00:00:00,Thailand,15,Darun,10.0,"Business trip,Solo traveller,Standard Queen Room,Stayed 1 night,Submitted via mobile",1.0,0.0,1
"Pan Pacific Singapore (SG Clean, Staycation Approved)","1.29201250,103.85860920",“GOOD”,ROOM AND BREAKFAST,AIR CON MADE ME SICK NO FRESH AIR,2019-12-26T00:00:00,France,29,Jean,8.0,"Leisure trip,Family with young children,Special - Harbour Studio,Stayed 5 nights",1.0,1.0,1
Rambuttri House,"13.75956090,100.49799442",“Nice hang out neighborhood”,"The location is great. Near the Khao San Road. Easy o find food, cafe, or bar. A lot of tourist also. The room itself is quite simple but clean and comfy. Great air condition (you need that very much).",A bit noisy. Lots of live music in the night. Because I'm attending Amazing Thailand Bangkok Marathon and need to sleep early.,2020-03-2T00:00:00,Indonesia,4,Iwan,8.0,"Leisure trip,Solo traveller,Deluxe Double or Twin Room,Stayed 2 nights",1.0,0.0,1
Urbana Langsuan Hotel - SHA Extra Plus,"13.73969774,100.54351687","“Good location, not so much the hotel itself.”",The location is great and the view from the 33rd floor where the pool is at was amazing.,"Staff always busy. Didn't know we had to pay a deposit that will be returned in the next couple of weeks. The hotel is kinda old and our room could've been cleaner.",2019-07-16T00:00:00,United States,2,Casandra,6.3,"Leisure trip,Group,Studio,Stayed 1 night",1.0,1.0,1
Arton Boutique Hotel (SG Clean),"1.31231157,103.86104465",Exceptional,No Positive,No Negative,2021-11-30T00:00:00,Singapore,1,Kesavan,10.0,"Leisure trip,Family with young children,Superior Queen Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Heritage Collection on Chinatown (SG Clean),"1.28271632,103.84570225",Exceptional,No Positive,No Negative,2022-02-2T00:00:00,Singapore,1,Imelda,10.0,"Leisure trip,Couple,Studio (No Windows),Stayed 6 nights,Submitted via mobile",1.0,1.0,1
"PARKROYAL COLLECTION Pickering, Singapore - SG Clean, Staycation Approved","1.28580207,103.84636492",Exceptional,No Positive,No Negative,2020-12-10T00:00:00,Singapore,1,Lim,10.0,"Leisure trip,Couple,Special Offer - Urban Junior Suite,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Casa Picasso Hotel - SHA Plus Certified,"13.76220400,100.49382900",Exceptional,"There was a problem. The hotel did everything in their power to solve the problem. Not any problem at all.
Location is awesome.
Breakfast is good.
The employees are friendly and helpfull.",No Negative,2020-01-10T00:00:00,Netherlands,4,Lagunaloire,10.0,"Leisure trip,Solo traveller,Budget Double or Twin Room,Stayed 7 nights,Submitted via mobile",1.0,1.0,1
Dormy Inn Premium Osaka Kitahama,"34.68943550,135.50769530",Exceptional,No Positive,No Negative,2019-08-26T00:00:00,Thailand,8,Thanwarat,10.0,"Leisure trip,Solo traveller,Standard Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Picnic Hotel Bangkok - Rang Nam,"13.75991066,100.54040888",Exceptional,No Positive,No Negative,2020-10-11T00:00:00,Thailand,1,นายณัฐกฤษณ์,10.0,"Business trip,People with friends,Standard Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
K2 Guesthouse (SG Clean),"1.28049600,103.78657500",“It was a very nice stay.”,"Room was quite clean. Good air-conditioning. Large bathroom. Free bottled water and filtered water dispensers. Great staff assistance, good English speakers.",Hallway carpets were visibly dirty. A bit more expensive than I wanted.,2019-12-1T00:00:00,United States,1,Richard,8.0,"Leisure trip,Family with young children,Family Ensuite,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Happy 3,"13.74871746,100.52743359",Very good,Kids like the hotel environment,No Negative,2019-11-14T00:00:00,Malaysia,3,Liew,8.0,"Leisure trip,Family with young children,Deluxe Double Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
